Address,FLAG,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Unique Received From Addresses,min value received,max value received ,avg val received,min val sent,avg val sent,total transactions (including tnx to create contract,total ether received,total ether balance
0x14c26d1c8b1157a7115baa89b2042b374aaefebd,0,3.99,3250.28,13017.07,4,0.2,1,0.6,0.199526,0.599507,8,2.4,0.001971948
0x14c8046558e5cd6f90a81c8a7ea8f66b38d47694,0,2.03,0.15,6.38,2,837.559759,1163.440241,1000.5,0.35,666.999528,5,2001,0.001414909
0x14ccb60b06a9345cd4927766f09b6cb68ffecc17,0,45862.76,0,91725.52,1,0.025,0.025,0.025,0,0.011935,3,0.025,0.00112995
0x14d397678bcab87f610cf5e3072ae63d54059007,0,0,1785.55,226764.25,4,0,5.650989,2.118816,0,0,128,269.0896064,269.0896064
0x14d76a0fdd3903c308da56af0f2728c843939c06,0,1.22,7645.16,114694.52,6,0.1,42.19,10.211865,0.09916,10.940459,29,153.177973,0.01155
0x14d80cbdd45d6871cea392086c6e9bfaa129c9c7,0,1.17,0.42,4.33,2,828.067987,1172.932013,1000.5,0.491057,666.999528,5,2001,0.001414909
0x14e581d63ab6c0d664a7d8c605a8b45e3182f4f9,0,166.36,0.01,332.75,3,6.151903,87.498992,33.666667,0.065241,50.499487,5,101,0.001026218
0x14f4cd4a34c2fd3c9943fe31b5a6942a41bca9d2,0,157.39,0,314.78,1,101,101,101,0.761864,50.499508,3,101,0.000984218
0x14f7b4cee7d4d30ab7edfb3b3ca0669d7474b232,0,2.2,0,8.78,2,404.661124,1596.338876,1000.5,0.001078,500.249528,6,2001,0.001886545
0x14fba544e6f7caacd62b7592790e64f64f2c7530,0,2.45,0.66,8.67,2,634.612564,1366.387436,1000.5,0.142556,666.999528,5,2001,0.001414909
0x15062cf9ae15989f17721061647734b8eb4d44f8,0,26024.5,19263.72,698587.03,8,0.015,16,4.394636,0,5.286612,31,70.31416897,-8.985018344
0x1514e36187709fb3761f88d38c1e7aa2ec122c31,0,1378.57,2634.18,1351649.42,9,0.005749,7.995,0.732232,0,7.083645,536,357.3289966,17.31402497
0x1516a7b834ded64a2456de381a33d22e7e4be266,0,0,2406.73,334535.07,1,0.050011,0.126158,0.05393,0,0,140,7.49628656,7.49628656
0x151e201b90f8790568df0a2399d20521eaef4749,0,0.95,0.7,9483.53,1,10000,19855.8,12963.95,0.054219,3.966755,10000,51855.8,12204.12006
0x151f9b0c0d9e4aaedc17feb6d698f96c5e9c75ef,0,165.15,0,330.3,2,49.770407,51.229593,50.5,0.025105,50.499487,4,101,0.001026218
0x15215b71dcbf01bdbb9afe144262498b775cdf34,0,2716.23,15886,1002210.72,10,0,0.741568,0.197215,0,0.027923,272,3.944290306,-3.092421143
0x1521a9900cf79a121d87404eed808c5bf3624c9f,0,20.95,0,62.85,1,101,101,101,0.506144,33.666149,4,101,0.001554
0x1528e24fb07dfb80e5144d2f479df10c9d26088f,0,0,50279.59,201118.35,3,0,33.007773,8.276943,0,0,5,33.10777329,33.10777329
0x152a3151f2823990900a89332829402a5a5bd549,0,0,0,1.35,1,0.54916,0.54916,0.54916,0.548688,0.548688,2,0.54916,0.000471636
0x1535bf11620bb873a8052c1aac5809da11dae2d2,0,159.16,0,318.32,1,101,101,101,0.1,50.54868,3,101,-0.097359782
0x153a71e2913b9d3279dfb16c62ff04ab041f8369,0,0,0,648269.12,1,0.001,0.001,0.001,0.00079,0.00079,2,0.001,0.00021
0x153d706d3673f18918f9501405fcb7b6c4df4432,0,0,0,263.3,1,5,5,5,4.99938,4.99938,2,5,0.00062
0x153ef79f271816a1c13579ed54cf3edeab9b91f3,0,380.96,27692.65,341073.95,2,0.001068,1.000155,0.350577,0.052,0.182613,35,4.206928258,0.006825
0x1543cf989ca373792025d9ba29419823fb514fde,0,0,570.01,396157.15,3,0,1.155851,0.973672,0,0,696,676.70196,676.70196
0x154780f69961ec0a5c7ca774ae13a39dd0d0ca33,0,0,2080.46,226769.97,5,0,1.002021,0.463973,0,0,110,50.57306809,50.57306809
0x15507de20d1753259e82930f06bf9ce46f2d0730,0,27449.13,45839.58,1411695.2,9,0.01073,14.99,0.640943,1.020134,6.195464,32,18.587336,0.000944682
0x1554aa0026292d03cfc8a2769df8dd4d169d590a,0,45.89,0,458881.72,1,100,100,100,0,0,12404,100,100
0x156ad0af7d492f6241bb5646c080cca98f9a7308,0,4817.16,18166.41,736045.88,8,0.005,20.052865,9.580231,0,1.434064,114,134.1232338,-9.283202949
0x156ef837ad5f2c3b98ac0b26666cccdd3bec981d,0,3.78,8172.45,24528.68,1,0.995,5,2.836766,0.994559,2.836315,6,8.510298,0.001353636
0x157c19765a48d9a4b6330f61181cf0ef8b70d343,0,2038.93,20179.84,682665.12,6,0.005,337,55.263115,0,61.183656,59,1713.15655,0.014169815
0x1586a94db88cf281688d0c44e33749fa9d154055,0,0,0,21.48,1,0.8687,0.8687,0.8687,0.868196,0.868196,2,0.8687,0.000504
0x159375f7c1eb2298932c760c713a8a03db3c06ae,0,2.23,0,8.92,2,431.848348,1569.151652,1000.5,0.001078,500.249528,6,2001,0.001886545
0x1595c383f52e474b28b5e6b4b8f72e92c1461474,0,56.71,131.27,637517.8,225,0.00294,4000,41.495337,0.00104,21.739258,10006,39503.56036,-157323.68
0x1596463447add05d6a664122d9809f8329717622,0,21.56,0,64.67,1,101,101,101,0.547075,33.666149,4,101,0.001554
0x159d66f3da80294c083963356b83bc8eca8af40f,0,161.92,0.82,325.48,2,49.548443,51.451557,50.5,5,50.499487,4,101,0.001026218
0x15a330dd60081d7d93e19395a56c65a391bc4698,0,2146.91,6523.28,397590.75,6,0.1,61.1,13.791074,0,6.094496,122,427.5233014,-127.0757986
0x15b1539f3b0b80031492547190388670c25ccb94,0,0,0,275.88,1,1.1,1.1,1.1,1.09938,1.09938,2,1.1,0.00062
0x15c00e7b46054117ae46fc48ff37e5432fd58451,0,11.99,0,47.97,1,101,101,101,0.499496,25.249475,5,101,0.0021
0x15c8a4988dcbb7976cdebfa1bb80ed3f2f8b67dc,0,3.66,1851.58,1142825.12,1,0.200009,0.408772,0.21117,0.196567,0.210567,1232,130.0804617,0.371360131
0x15cb207676c76942f92867859824993d1ebf9c94,0,1.96,14296.76,114389.77,2,4,20,13.503959,3.99958,13.503349,16,108.031673,0.00487852
0x15dc3e40c1d61c3c9f8a3a4a34cf078bdf3de86e,0,0,0,2390.02,1,6.55289,6.55289,6.55289,6.55227,6.55227,2,6.552889784,0.00062
0x15de256eeb80765516c8d50b2a2bc322709bfca1,0,25.35,496.07,756778.62,2,0.104337,289.134345,0.77182,0.498998,1.868197,2111,1153.099455,0.421604998
0x15e1cb662c5974a01db1e530ea055b8869bd28ad,0,163.47,0.21,327.37,2,2.509676,98.490324,50.5,2,50.499487,4,101,0.001026218
0x15e47333216a6d9042a0caf4e969d62ca147ec34,0,162.03,0.83,326.55,3,10.494561,75.64915,33.666667,0.5,50.499508,5,101,0.000984218
0x15e920f99a3e4c1f06bc32af24196b4cb945f208,0,5724.61,2837.76,1014423.82,24,0.03822,21.9,8.38644,0,4.226309,212,578.6643381,-25.69783146
0x1601196711a977c612daf3bff93e73ddcaa87011,0,8.83,1113.81,663453.2,3,0.009134,0.593014,0.218613,0.000909,0.219149,1179,129.2000759,0.340199504
0x16041622dab0ad1190d51799f15a89ea99b25997,0,0,0,16.32,1,0.99,0.99,0.99,0.989496,0.989496,2,0.99,0.000504
0x160d297cadfe4266f180899093cf6a6ff320984e,0,363.35,1882.13,719935.73,3,0.020014,0.911857,0.075817,0.019804,0.091651,602,25.01969313,0.090517408
0x16103045dfce619e94eaf712bdf44678c89a4e2e,0,23.22,0,69.65,2,16.312836,84.687164,50.5,18.999424,33.666149,5,101,0.001554
0x1616ac76b906000486918b8da7caaa81c9ee64bb,0,0,1462.57,198909.02,3,0,1.130199,0.416181,0,0,137,56.60061773,56.60061773
0x161b93629577762d3fd0cab4d6cfc906094c98d5,0,5.89,15553.18,93354.43,2,2,7,3.256367,1.999181,3.25551,12,19.53819914,0.00513669
0x161dc2b5518754144d4d8ad07eb33308ccc48f07,0,92996.37,6860.16,571698.55,1,1.088532,111,56.044266,0,18.673333,8,112.0885324,0.04853238
0x161e084574667bb2b0320cfee2bb15de7ec29744,0,143.12,42.4,371.03,1,0.098022,3.860612,1.979317,0.097518,1.978825,4,3.958634367,0.000984218
0x161e1ea7128c9849f2d3c7ed7845086fb21c33bd,0,25903.18,0,181322.25,0,0,0,0,0,0.000916,7,0,-0.006412764
0x161e33e2dec866c973db43292a7d5e4751757154,0,0,0,24.47,1,0.435988,0.435988,0.435988,0.435484,0.435484,2,0.43598781,0.000504
0x1620e371378e04c1e5cf83e4f34299bbb4e08c31,0,0,7696.16,200100.23,3,0,7.497,0.761507,0,0,27,19.79919093,19.79919093
0x1620ed0089275b16363c6092b0cd172c00681836,0,161.5,0,323,1,101,101,101,8.99916,50.499508,3,101,0.000984218
0x16402006acad6447a2f470fe24ce1090b488614a,0,6.01,0,372.85,2,4231.444707,5769.555293,5000.5,0.001,161.305838,64,10001,0.038031
0x164d92a6126ebf0f354fa098e173f1a50277fdd2,0,2076.13,1225.67,1085442.22,144,0,85,8.11266,0,5.353078,624,2003.826964,-14.28342554
0x1651abb8e1e5d0f753896bdc09c685b4493b60fd,0,167.62,0.01,335.28,3,2.467068,50.998992,33.666667,0.01,50.499487,5,101,0.001026218
0x1654202187fa9a31af477dd1645819aa51e80ad4,0,21.68,0,65.03,1,101,101,101,1.012047,33.665988,4,101,0.002035312
0x16558c16b33bd2a25cbac07e97e05f35d2526aca,0,29.5,2170.97,259626.3,1,0.05001,0.170234,0.053387,0.048805,0.052829,235,6.299701146,0.11865
0x165698e27726f37370430458a26faf60ce413a6d,0,9597.58,4409.66,1032644.65,27,0.001612,25.865828,6.289556,0,7.642025,153,528.3227404,1.023038532
0x165869265eb30c1eea51edf59cbcb039e388bcc3,0,3.71,0,11.13,2,502.425846,1498.574154,1000.5,1.036461,666.999528,5,2001,0.001414909
0x16596e44ca0035c29a29fc6b7fc74a38848ffbe6,0,0,18678.68,130750.73,5,0,7.204874,3.341457,0,0,8,23.39020079,23.39020079
0x165a8d8b16943f38f3c440bf6c8290941cae2fd1,0,3469.78,10968.4,435168.9,7,0.009729,2.593526,0.492288,0,0.122183,94,7.384323901,-2.145967084
0x16669c161e27521d96cbc9d5af37f24fc70ae8ca,0,3926.59,6478.14,1031308.78,19,0,86,10.089085,0,3.979367,220,696.14685,95.26241564
0x1676ff0203e5ef9fc16b48dbef097362965607e9,0,23132.57,2034.94,877359.32,8,0.00416,200.487734,2.171246,0,27.862506,286,590.5788159,200.5037271
0x167a9333bf582556f35bd4d16a7e80e191aa6476,0,62.97,19.65,352687.38,467,0.000132,9999.93,117.828075,0,340.106156,10003,753864.0252,-471878.5607
0x1685f88542ba1c5f47b687bfe3a2e078db06fff0,0,160.52,0,321.03,1,101,101,101,0.08776,50.499508,3,101,0.000984218
0x1686d113d2720dd6d9cd26998b198eb52563fa4b,0,2980.94,5132.44,1095412.27,4,0.010004,3.46478,0.301124,0,0.872309,239,53.60015559,0.389333808
0x16880012f89a251793dea9fe9c822b2339ccac2d,0,14.63,48330.12,483447.57,9,0.120394,1.41014,0.476554,0.123292,0.474479,20,4.765543375,0.020749675
0x168bcc57ccc0dbe906481a7c582afdc5a2e4f1cb,0,0,1137.25,665291.3,6,0,1.543311,0.944883,0,0,586,552.7568331,552.7568331
0x168d9b20086ccf589b44b45e3b3c1a454c3ec030,0,24.44,0,73.33,1,101,101,101,0.4,33.666149,4,101,0.001554
0x16927aebf1cda8b85f998748809fa03be44f0b88,0,4018.73,54218.28,291254.25,2,1.995,10.551901,7.511097,0,0.765548,35,22.53329072,-1.964242757
0x16961eaee0563e867d5bdcb592b5440b696de7af,0,0,0,10.72,1,0.1,0.1,0.1,0.09938,0.09938,2,0.1,0.00062
0x169acc05308764144836e7d378512c9335f5040d,0,2418.04,1876.96,573503.95,13,0.004,272,73.539569,0,383.343822,292,18017.19442,0.03477629
0x169dfb3d871b0e83d6cfccf7aa7e6a4ad79ebf80,0,0,2447.47,283906.08,7,0,1.93,0.228638,0,0,117,26.52200868,26.52200868
0x169e82349087d2f5895dea1b3ac8c3b0abba68cf,0,18443.71,3268.26,539053.13,2,0.022441,0.307937,0.202169,1.00E-05,1.225545,86,13.94967701,-6.88458818
0x16b2556e015dbe017f50d3dc403ddfb244ad59fb,0,15.49,11801.56,141804.55,7,4.995,340,68.948967,4.99458,68.948135,24,827.3876,0.009975
0x16b723d022bb8a86e7bdcaa2ad886f8c3fb900be,0,5680.31,16390.95,423768.32,16,0,5.782719,0.578164,0,0.32105,39,10.98510967,4.56410967
0x16bdc8806f1369d33febc10b45606e27c8aa9fba,0,9312.07,11088.47,1200023.08,12,0.001,40,6.856375,0,4.343751,122,246.8294831,-126.7331289
0x16bdffb120e98ec2d18ec2ab3e7c157a762d3f2d,0,154.5,0,309,1,101,101,101,2.579,50.499508,3,101,0.000984218
0x16c19171e9fc08c4eb7ef67f3d9d9dcc05d0795b,0,3.34,78162.61,234497.85,2,0.1,1.494349,0.654783,0.096747,0.653374,6,1.96434936,0.0042276
0x16cb539d9363264c91214ed29aa2ae43e5d9c3e3,0,146990.55,0,293981.1,1,0.75,0.75,0.75,0,0,3,0.75,0.75
0x16d9848b8ef64398210eae4858319f65afa1f616,0,0,0,2.32,1,9.359546,9.359546,9.359546,9.358636,9.358636,2,9.35954647,0.00091
0x16e2cb8a17795ded53e5842ee0df7c2e545fe8db,0,15.94,41758.89,292423.85,3,0.195,9,2.776734,0.194141,2.774329,14,19.43713538,0.01683238
0x16e47e8599c5314933ce6f371a1b6280ed8dd975,0,0,0,447.95,1,10,10,10,9.99938,9.99938,2,10,0.00062
0x16e9d411245fe0a36f4b321d8426e3840b83d7d0,0,160.42,1.02,322.88,2,9.704789,91.295211,50.5,10.578974,50.499487,4,101,0.001026218
0x16ebc3a2a758f12baec2d50d7cafb07dd8dfe8ae,0,320.06,1763.27,470838.37,3,0.04904,2.68677,0.132458,0.000538,0.139709,443,30.20045133,0.16300619
0x16fdf2fb4d41d00501049eacd7ab970433e2247d,0,830.37,2020.02,632824.63,6,0.01,200.194573,3.345214,0,40.623396,328,1013.599924,-1.984987802
0x170632509d687ec366b467c40dcc0ad5850f896e,0,14.76,0,44.27,1,101,101,101,1.542875,33.666149,4,101,0.001554
0x170e6d3da3fd82d2fc932357cda5d9b620eb5358,0,0,0,377.35,1,2.232886,2.232886,2.232886,2.232266,2.232266,2,2.2328863,0.00062
0x170e863128d2f958b516be68e663bf604ded51fe,0,0,0,0.68,1,0.138179,0.138179,0.138179,0.137759,0.137759,2,0.13817932,0.00042
0x1714a6bc35230d6bc67d98baac13189a710528bd,0,11099.68,6524.67,985091.5,6,0.03286,20,4.768086,0,2.695698,104,176.4191646,-4.192627023
0x171a8622f16561fc5220b0cad6a398dddd713d4b,0,159.05,0,318.1,1,101,101,101,2,50.499286,3,101,0.001428506
0x1721049b6661bdfac3febcc25c93af6ff1cf0d4a,0,0,12452.52,328220.63,3,0.71153,60,13.939605,1,1,27,362.429737,361.429737
0x172449dab901450de051a25cf113f40cf5c42a2d,0,0,15275.27,656836.7,3,0,5,0.142326,0,0,44,6.12,6.12
0x1724dd5e31eae6d1360cff76203b2d1d05bba494,0,205282.57,0,615847.7,1,5,5,5,0.1,1.666415,4,5,0.000756008
0x1726a2cb338e4ce6d008d8ca63f4326bc2fd1253,0,0,2059.91,591193.4,6,0,0.258612,0.097609,0,0,288,28.01391147,28.01391147
0x1730d87691c408aad7ab90dba1744a61a55a1c5e,0,160.94,0.3,322.48,2,34.83624,66.16376,50.5,1.38978,50.499508,4,101,0.000984218
0x173e055b5815a28417096a9358e6ebd4fa75f8b8,0,1324.2,16170.71,422806.45,8,0.8706,32.9299,13.830757,1,14.857143,39,345.7689202,137.7689202
0x17407953f1a3c3ce1fd1bf093b2f7e85506d06ba,0,22.74,0,68.23,1,101,101,101,0.41149,33.666149,4,101,0.001554
0x174303b6f4831add821a8c2595eebca33f3e6b7e,0,0,0,2.65,1,0.048703,0.048703,0.048703,0.047101,0.047101,2,0.04870341,0.001602564
0x17441f24d17e8190a4fabc3a6c0dbda4350997eb,0,0,22082.89,88331.55,3,0,13.519495,6.336955,0,0,5,25.34781876,25.34781876
0x1745bc863c2fe977dd77fd025d6b334dfe5dbf29,0,31438.5,4555.61,274286.03,3,1.5606,3.37645,2.253833,0,1.407815,13,11.26916488,0.006643594
0x17512af8cc6ee010d89ff5f5b981239e23978ed0,0,0,9042.13,198926.8,6,0,5.999495,1.588658,0,0,23,34.95046961,34.95046961
0x175287c9b96c270978703c601171b9f1db7590d2,0,22.14,0,66.42,1,101,101,101,5,33.666149,4,101,0.001554
0x1759fdcd0546142697c888c3566e271853c10aeb,0,3.37,0.42,14.32,2,836.676514,1164.323486,1000.5,0.1,500.249528,6,2001,0.001886545
0x1762917c29900a9e2ac2aacb990a3698b4dcad9a,0,2306.44,0,4612.88,1,1.995,1.995,1.995,1,1,3,1.995,-0.005
0x1769d3ee1b2f4f18818f9d5cc5edab2da2d615a6,0,0,17444.24,226775.15,5,0,6.881605,2.572961,0,0,14,33.4484947,33.4484947
0x176cd6e4fddca44e8fe98611289108558c248ef4,0,80.12,0.04,320.58,2,45.067088,55.932912,50.5,1.388443,25.249502,6,101,0.001992218
0x177403c7e4f58cd52a57e97994e688baaa3a9b64,0,0,1771.71,226779.17,3,0,0.584949,0.252587,0,0,129,32.33114939,32.33114939
0x177e60c30d60adfff4529d5ae2cd64af7eac8493,0,0,0,15.73,1,0.521875,0.521875,0.521875,0.521255,0.521255,2,0.521875,0.00062
0x179337cc5b7dc9fb02c909c2ccf367aa93d66a37,0,0,0,23.88,1,3.608889,3.608889,3.608889,3.608269,3.608269,2,3.60888874,0.00062
0x17997c2c2d460d525ccec81c5d5dde5c9ea5e6ed,0,0,169011.67,1014070,6,0.002702,9.996406,3.352106,0,0,6,20.11263856,20.11263856
0x179a28de1f45d964f9910ffc3e767d84de0da4b1,0,0,0,5.7,1,1.170093,1.170093,1.170093,1.169622,1.169622,2,1.17009319,0.000471636
0x17ab335b0720c2f8e7ad8269dfaeee5d22cdf6b7,0,163.93,1.02,329.92,2,19.904876,81.095124,50.5,0.367806,50.499487,4,101,0.001026218
0x17ae1850e6e4c0181a48545175b1098ae3a3302f,0,237.29,21756.42,526662.62,2,0.01997,138.4819,18.237731,3.630849,23.036575,43,437.70555,0.010619049
0x17b3873a711e9e7d08a992ffac2f508ab50dced2,0,0,628.3,449862.18,6,0,4.026733,1.063666,0,0,717,761.5849408,761.5849408
0x17b8a4fabfe538c1395564c0b422bf51e4ea41aa,0,22.62,0,67.87,1,101,101,101,2.898684,33.666149,4,101,0.001554
0x17beb6ce0f9c79b2bb866ef2635e54365a69cd66,0,5436.34,13424.62,959797.43,15,0,75,10.7541,0,3.834513,131,333.3770856,-50.07420706
0x17cd461aa925a87c283e5c6c1bfa2052d11a78da,0,3.94,2150.4,1290435.98,9,0.2,100,4.267958,0.198446,4.29599,1194,2556.506833,0.392672113
0x17d2bde0af51e65d6d80ed99c6f2c23ad86ad694,0,6900.53,4075.77,1101503.13,7,0.009,41.9981,9.02984,0,2.977247,176,361.1936113,-43.71198873
0x17e3cc3461a6b9d0206b1f2e76c58a042865d34b,0,22.75,0,68.25,1,101,101,101,2.113002,33.666149,4,101,0.001554
0x17ec8a5e34bf3515ca618bbdc82cd4836c7f2f97,0,165.88,0.08,331.93,2,2.846077,98.153923,50.5,0.02,50.499487,4,101,0.001026218
0x17ee956d8fe873c159a4cf6c925c3ce524f16986,0,162.69,0.6,326.58,2,25.47121,75.52879,50.5,4.161609,50.499286,4,101,0.001428506
0x17f8c05df92859fc90ed3dab0ffd361f8c6a9ae0,0,11.46,1305.04,34229.18,3,0.049002,0.134643,0.062301,0.048522,0.061846,52,1.619822609,0.011829707
0x17ff2f907af3321f8e0df2c81f76e505e05e4b32,0,5.34,1760.58,3531.85,1,2.373005,4.995,3.684003,2.372536,3.683532,4,7.36800516,0.000940373
0x18054dde9707ea9e86f470584c9566b7d4ea72a1,0,4.77,50534.92,151619.07,3,2,30.04,12.68,1.9988,12.679161,6,38.04,0.00251749
0x1816dddb4ed2a96f99c3ec5aba218eed503b148f,0,2059.28,12969.45,515353.27,7,0.09,8.796278,2.725619,0,0.809813,139,57.23798908,-38.31991846
0x182fc939a594c1612cd2a2ff5c6200ad275e352a,0,672.18,12763.54,443378.73,9,0.42328,25.643652,3.472551,0,3.47042,66,114.5941735,0.070325008
0x183549a7143f29e7924e4ccf5a78e64ba05f16e5,0,32.45,0.47,325.95,3,0.635877,97.869587,33.666667,1,10.09949,13,101,0.005100218
0x18363db4d93317f020103d5f6be2bd701be65e83,0,1019.48,2891.08,760003.8,2,0.200043,1.016595,0.404067,0.0001,5.924166,270,104.6533116,39.48748176
0x183f5f2a106802d65c3cecefe437de1c8327efd8,0,11.24,8137.89,105904.98,3,0.08,1.279046,0.319994,0.169303,0.414376,23,4.15991988,0.01615856
0x1852511024c763e01fcc979f35cee25400a3a269,0,346.27,7127.72,386916.25,3,0.009826,68,3.611352,0.009406,3.995118,99,187.7902961,0.019740004
0x1858de90f17fb45e799521200fb28eb60e11e0e2,0,168.08,811.06,630203.4,18,0,4000,515.098463,0.011,7.149872,3566,24724.72621,-428.5233769
0x1861b107943e6ee0ee183562a92ac5e2075f1a52,0,0,0,2.35,1,0.32,0.32,0.32,0.319441,0.319441,2,0.32,0.000559397
0x186d8b7c0fe026ddddf8c3d88fe48569bec2230e,0,105.72,0.63,318.42,2,46.86007,54.13993,50.5,1,33.666171,5,101,0.001488218
0x18787ebe857e3842aacbd892689e7672ca1aaddb,0,2.63,0,7.88,2,838.103919,1162.896081,1000.5,25,666.99939,5,2001,0.001830667
0x188275f5de3d4c4bad05977e8b4210dcbcc9e02e,0,1.54,55.28,113.65,2,0.1,2.8,1.45,0.09944,1.449434,4,2.9,0.001132258
0x1886fcf318dc00193479c34d97ecd461b9d172fe,0,274972.69,0,549945.38,1,2.999,2.999,2.999,0.000978,1.499091,3,2.999,0.000818377
0x1888a8e69eed633e8dc86ffc0e8eb92606889808,0,210.67,43294.12,174019.13,4,1,3,1.999691,0.998739,1.99884,8,7.99876593,0.00340483
0x188c4d4c20c42d5768f3e075b298daaf58ff9ee5,0,3081,1291.93,855510.37,47,0.003087,35,1.879105,0,1.098902,352,240.525409,-5.628602018
0x18903cc9871399df7e3a32f6639ea2941361d8ef,0,0,1778.11,60455.67,2,0,33.03,15.937882,0,0,35,541.888,541.888
0x18958b7ec1f0d8104cd9bbfb1b7a8e286c1ad960,0,16601.46,8132.58,619360.05,9,0.49,57.357,16.484044,0,11.210714,47,313.1968321,-0.70316795
0x189852e934ef4fd34a4f862b2af79f27c44bd0e3,0,0,0,2382.9,1,0.70305,0.70305,0.70305,0.70243,0.70243,2,0.703050174,0.00062
0x189c12ab4b24247f6ac9730dd0abd216cd4ee985,0,102.63,0,307.88,1,101,101,101,1,33.666171,4,101,0.001488218
0x18b6b7a19d2533c913b7aa39220193cc1eda2125,0,164.83,0.21,330.08,2,43.214208,57.785792,50.5,2,50.499487,4,101,0.001026218
0x18c78a4d968738d713a51fe485b61b84b9200360,0,17.93,0,53.78,1,101,101,101,5,33.666149,4,101,0.001554
0x18c89b26bfe2bf74bc060ca66ba564d31633cb2c,0,2040.38,3326.91,592631.77,2,0.009502,5.591025,0.454141,0.224669,5.980026,182,78.11230018,18.31203749
0x18ca0a1c7217f38e6164d53b1691fbdef09cf0e8,0,0,0,380.5,1,1.037,1.037,1.037,1.0348,1.0348,2,1.037,0.0022
0x18d2d2bceb1fcd8f95ed82792c4e5604f7e070ec,0,26.01,1357.09,1342363.87,8,0.010689,183.3,2.155086,0.498383,2.209056,1918,2092.588789,0.612954137
0x18d8a869dff0017c44879b304ea96d9c0eddbbe6,0,0,4277.02,8554.05,2,1,8.353539,4.67677,0,0,2,9.3535392,9.3535392
0x18e74e90e35b91a722ef943e16d07d374d84530a,0,13.12,633.82,217031.22,2,0.001,16.945,8.470262,0.98808,9.179748,646,2846.008051,0.286041
0x18ed20348597807cbf1084fd37806aa128bd2413,0,169.95,503.4,1499314.62,2,0.100496,38,0.389833,0.001,90.803071,2985,1159.752649,251.7219384
0x18f66aac633c8c061102c2681ca518c36d9dc0eb,0,0,1417.28,226764.5,4,0,6.878947,2.698728,0,0,161,431.7965326,431.7965326
0x18fa44026dda541f1472f45eb0389108b4af5b79,0,163.77,0,327.55,1,101,101,101,0.9,50.499508,3,101,0.000984218
0x19031dc08cdb21754477c2e7141b24cfd68be845,0,0,10645.46,883573.28,1,0.017321,3.010853,1.160579,0,0,83,96.32809722,96.32809722
0x19061b810bc680dc61d8011d1219599e95282521,0,158.38,0,316.77,1,101,101,101,0.5,50.499508,3,101,0.000984218
0x1909d4cdd11b7ae9be6b8ca59f3eaa598faff7d5,0,0,0,4.57,1,3,3,3,2.999114,2.999114,2,3,0.0008857
0x190b72c25e36de9cd6a18f9b2ae3436eb08107b1,0,400.18,74002.41,224408.28,3,0.004,1.987607,0.667202,0,0.332397,9,2.00160718,0.007225
0x19104b6b21829af37ce1bf69302d30e531a7a7d3,0,0,1710.44,200121.58,3,0,0.558817,0.234012,0,0,118,27.3794163,27.3794163
0x191510770b1cc5d251a1570e5896222530cce524,0,4.85,1934.32,56172.72,19,0.99895,61.52035,14.173466,0.998509,25.688867,45,411.0305058,0.008629937
0x191561cfef3e6b965655b1afcfbcd3c315a5cab0,0,17394.78,2256.01,566310.25,3,0.01,50,5.711798,0,3.368607,43,68.541578,-35.88523855
0x191cfb65f6a20558578d1999d5f45edfe332b4b7,0,19.44,611.66,787740.48,5,0.068074,1.471812,0.226579,0.123614,0.236855,2442,283.2238002,0.893148121
0x191dce6be861745fd912517d5a9b8ff7bf4c1330,0,0,458.6,193529.65,5,0,25.602279,3.951115,0,0,423,1667.370629,1667.370629
0x1923696c535392564aa62f3354a7ad8e09e7e29b,0,0,0,3441.02,1,10.999528,10.999528,10.999528,10.999087,10.999087,2,10.99952837,0.000441
0x192b9d3e7c18732594f829189c99efcef20f83a7,0,64.77,3414.8,1446335.35,2,0.100017,3.19269,0.442701,0.03319,0.462303,814,184.1635526,0.166912899
0x193c1127104fafa62e8b94d533513f647c78bb4b,0,0,37793.24,226759.43,3,0,51.61,9.585267,0,0,7,57.5116,57.5116
0x193fdbfbbf169db7e5fe4cd5568f74bf79afa581,0,0,30225.65,60451.3,2,0,10.9061,5.45305,0,0,3,10.9061,10.9061
0x194398ca0dca78cdccf0e194b45c8ccd6e0c7574,0,0,2699.48,226756.72,5,0,1.214625,0.831353,0,0,85,69.83363361,69.83363361
0x194952ed6fa3496f46a61502263f7fd1fee161be,0,29.23,10817.12,368776,2,0.06403,1.944371,0.899813,0.053663,0.898257,68,30.59365247,0.05293021
0x194be3216613f1f0c4b21a960c134fa150d220cc,0,548.16,51391.17,383309.13,7,0,53,19.371429,0,4.511186,50,135.6,-58.381
0x19516af3a3da657e14b92a9926379ed567dbc2d0,0,6.39,2420.56,14555.3,5,0.002521,2,1.126851,0.774912,1.349168,11,6.761104446,0.015265726
0x1952df0143fea65043bfb7865fc30cf097db8374,0,0,8716.3,418382.27,7,0,2.564,0.664612,0,0,49,31.90138727,31.90138727
0x1954357d743e43b8b728940a00208284f1240ebf,0,116.8,2382.91,1052563.37,3,0.054883,0.662486,0.133489,0.05444,0.16605,766,56.73268615,0.109578884
0x195486f44346a01120a7cf99425669f6e7fbefc4,0,2467.73,14030.77,1036656.18,51,0.302203,450,37.561772,0,27.971667,153,2141.021012,-544.2589907
